blah;0;645;20;2,809559715;2,809559715;ship
coffe;0,358647867;505;6;2,703291378;1,989692431;cpi
cubic;0,051781101;110;24;2,041392685;1,940891202;veg-oil
ico;0,1646281;154;6;2,187520721;1,878299794;cpi
icco;0,092216057;108;7;2,033423755;1,861741312;crude
buffer;0,306293088;234;7;2,369215857;1,81369394;crude
ounc;0,2857994;193;2;2,285557309;1,777538012;bop
palm;0,241686099;155;1;2,190331698;1,763997922;acq
gold;0,549175641;474;2;2,675778342;1,727227224;bop
enrol;0;53;22;1,72427587;1,72427587;sugar
poehl;0,152688725;85;12;1,929418926;1,673842108;grain
shultz;0;47;9;1,672097858;1,672097858;earn
dauster;0;43;6;1,633468456;1,633468456;cpi
ibc;0;42;6;1,62324929;1,62324929;cpi
assai;0;41;2;1,612783857;1,612783857;bop
awb;0;40;9;1,602059991;1,602059991;earn
gdp;0,336469387;137;12;2,136720567;1,59878003;grain
eiu;0;39;12;1,591064607;1,591064607;grain
sugar;0,734330208;550;17;2,740362689;1,580069745;nat-gas
bolivia;0;36;4;1,556302501;1,556302501;coffee
miti;0;36;4;1,556302501;1,556302501;coffee
missil;0;34;23;1,531478917;1,531478917;trade
rev;0,152005311;57;8;1,755874856;1,524189897;dlr
iwc;0;32;9;1,505149978;1,505149978;earn
cocoa;0,675913714;325;7;2,511883361;1,498814253;crude
cpb;0,106565959;45;12;1,653212514;1,494002685;grain
acr;0,509698099;175;22;2,243038049;1,485752715;sugar
shr;0,337063066;95;8;1,977723605;1,479155064;dlr
haggard;0;30;22;1,477121255;1,477121255;sugar
mcivor;0;30;24;1,477121255;1,477121255;veg-oil
cordoba;0;30;19;1,477121255;1,477121255;reserves
keat;0;29;12;1,462397998;1,462397998;grain
seamen;0,112515934;42;25;1,62324929;1,459079588;wheat
countertrad;0,206192051;57;6;1,755874856;1,455717483;cpi
bennett;0;28;5;1,447158031;1,447158031;corn
nogal;0;27;4;1,431363764;1,431363764;coffee
usair;0;27;10;1,431363764;1,431363764;gnp
barrel;0,668532171;238;24;2,376576957;1,424351893;veg-oil
iranian;0,119246926;39;23;1,591064607;1,421549231;trade
unc;0;26;13;1,414973348;1,414973348;interest
sila;0;26;24;1,414973348;1,414973348;veg-oil
ga;0,825286293;365;24;2,562292864;1,403775876;veg-oil
nakason;0,181820282;45;4;1,653212514;1,398869641;coffee
mobil;0;25;24;1,397940009;1,397940009;veg-oil
silver;0,312160367;68;2;1,832508913;1,396558651;bop
mine;0,711573103;240;2;2,380211242;1,390657073;bop
frazier;0;24;22;1,380211242;1,380211242;sugar
balletto;0;24;1;1,380211242;1,380211242;acq
kenyan;0;24;6;1,380211242;1,380211242;cpi
beet;0,188112927;43;17;1,633468456;1,374842759;nat-gas
herrington;0,191444082;42;24;1,62324929;1,362421716;veg-oil
kuwaiti;0;23;23;1,361727836;1,361727836;trade
pdvsa;0;23;24;1,361727836;1,361727836;veg-oil
pod;0;23;19;1,361727836;1,361727836;reserves
chip;0,132691421;34;4;1,531478917;1,352070731;coffee
miyazawa;0,271189373;52;4;1,716003344;1,349919516;coffee
guillaum;0;22;5;1,342422681;1,342422681;corn
rbd;0;22;1;1,342422681;1,342422681;acq
crusher;0;22;1;1,342422681;1,342422681;acq
texaco;0;22;24;1,342422681;1,342422681;veg-oil
strike;0,637696259;150;25;2,176091259;1,328751438;wheat
kenya;0,202273002;39;6;1,591064607;1,323380467;cpi
ouko;0;21;6;1,322219295;1,322219295;cpi
gao;0;21;22;1,322219295;1,322219295;sugar
barrels;0;21;24;1,322219295;1,322219295;veg-oil
seipp;0;21;12;1,322219295;1,322219295;grain
gnp;0,583188846;119;12;2,075546961;1,3109914;grain
exxon;0,206192051;38;24;1,579783597;1,309728078;veg-oil
czarnikow;0;20;17;1,301029996;1,301029996;nat-gas
twa;0;20;10;1,301029996;1,301029996;gnp
guesstim;0;20;16;1,301029996;1,301029996;money-supply
uganda;0;20;6;1,301029996;1,301029996;cpi
growth;1,163316327;641;12;2,80685803;1,297479243;grain
bpd;0,638304;128;24;2,10720997;1,286214262;veg-oil
olein;0;19;1;1,278753601;1,278753601;acq
csr;0;19;17;1,278753601;1,278753601;nat-gas
kuwait;0,261764483;41;23;1,612783857;1,278197222;trade
baker;0,607402212;111;4;2,045322979;1,272440068;coffee
semiconductor;0,149994924;29;4;1,462397998;1,271656046;coffee
hectares;0,364664589;52;19;1,716003344;1,257454291;reserves
herrhausen;0;18;4;1,255272505;1,255272505;coffee
hackmann;0;18;22;1,255272505;1,255272505;sugar
dn;0;18;13;1,255272505;1,255272505;interest
meters;0;18;24;1,255272505;1,255272505;veg-oil
gaf;0;18;10;1,255272505;1,255272505;gnp
bullion;0;18;2;1,255272505;1,255272505;bop
kiichi;0;18;4;1,255272505;1,255272505;coffee
amendment;0;18;5;1,255272505;1,255272505;corn
cyclop;0;18;10;1,255272505;1,255272505;gnp
dollar;1,33140236;819;4;2,913283902;1,24958435;coffee
colombia;0,488750869;71;6;1,851258349;1,243497745;cpi
harvest;0,88307855;216;19;2,334453751;1,239700676;reserves
decoupl;0,228631874;33;5;1,51851394;1,235938911;corn
jorio;0;17;6;1,230448921;1,230448921;cpi
tehran;0;17;23;1,230448921;1,230448921;trade
lukman;0;17;23;1,230448921;1,230448921;trade
qtly;0;17;21;1,230448921;1,230448921;soybean
dixon;0;17;10;1,230448921;1,230448921;gnp
