need;0,0;24;22
total;-2,8486306755323367;589;21
;-3,190828027648338;96425;10
said;-3,1377769129429782;3679;4
lyng;0,0;27;25
februari;-1,9051233974788877;546;6
shipment;-1,925203807851557;173;18
higher;-0,6924073531233138;52;6
ga;-0,5512200309767509;329;17
financ;-1,2447655330698937;96;10
over;-2,8335635754104618;462;10
time;-1,7794496795491241;136;7
shr;0,0;95;9
indonesia;-0,6772056545088316;73;24
partner;0,0;23;1
right;0,0;17;1
bought;0,0;23;8
asset;-0,6730116670092565;20;19
ibm;0,0;14;9
told;-2,5042561615686925;349;4
respectively;0,0;11;9
meet;-1,6016630346442293;251;4
statist;-0,664947202884446;55;6
-;-3,1830375518488196;2825;13
further;-1,5657198126190064;190;8
project;0,0;21;11
note:;0,0;27;9
fed;-1,2775827775081372;236;16
european;-1,4800736815511724;151;22
february;-1,0935344530326354;61;16
feb;-0,9806185233790502;54;16
discuss;0,0;27;4
ibc;0,0;42;4
underground;0,0;19;11
propos;-2,086933813949906;294;24
retail;0,0;18;6
barlei;-1,0983449767249258;61;25
rev;0,0;55;9
sharehold;0,0;18;1
trillion;0,0;20;17
bullion;0,0;18;11
depart;-2,212018394199119;377;25
made;-1,3698255889112159;96;23
currenc;-1,2477202686649724;252;8
commerci;0,0;15;19
petroleum;-0,6432872200319042;99;7
aid;-0,6850259985526486;55;25
net;-1,279103748839185;236;9
ec;-1,8803671479847315;450;24
six;0,0;21;16
oil;-1,648032687578809;1235;7
hungari;0,0;11;19
stake;0,0;31;1
associ;-0,6920129648318738;42;21
presid;-0,6918538909574949;59;4
grew;0,0;18;16
current;-2,64227537892726;597;2
ivorian;0,0;18;3
soybeans;-0,6907114543575098;43;21
year-on-year;-0,686371452146747;43;6
member;-1,0784607035244271;87;3
quotas;0,0;51;4
bean;0,0;19;21
debt;-1,7075092763100599;163;10
taiwan;0,0;42;19
firm;-1,0801337820932364;69;23
receiv;0,0;23;22
kanon;0,0;24;3
refin;0,0;32;7
hous;-1,0912068906345547;72;23
m;0,0;68;16
tonn;-2,3254706438803843;1446;22
seawai;0,0;19;20
exchang;-1,964597965458975;318;8
gain;-0,6718010858085552;68;10
