galveston;0;8;10;0,903089987;0,903089987;gnp
linse;0;8;1;0,903089987;0,903089987;acq
cholesterol;0;8;1;0,903089987;0,903089987;acq
iac;0;8;9;0,903089987;0,903089987;earn
ibp;0;8;25;0,903089987;0,903089987;wheat
pryor;0;8;5;0,903089987;0,903089987;corn
nzfp;0;8;10;0,903089987;0,903089987;gnp
paic;0;8;9;0,903089987;0,903089987;earn
eurosterl;0;8;11;0,903089987;0,903089987;gold
schill;0;8;12;0,903089987;0,903089987;grain
scant;0;8;12;0,903089987;0,903089987;grain
anhui;0;8;19;0,903089987;0,903089987;reserves
gem;0;8;25;0,903089987;0,903089987;wheat
sroka;0;8;6;0,903089987;0,903089987;cpi
kitti;0;8;23;0,903089987;0,903089987;trade
wroblewski;0;8;11;0,903089987;0,903089987;gold
dutchshel;0;8;24;0,903089987;0,903089987;veg-oil
baghdad;0;8;23;0,903089987;0,903089987;trade
unoc;0;8;24;0,903089987;0,903089987;veg-oil
defeat;0;8;5;0,903089987;0,903089987;corn
stoppag;0;8;25;0,903089987;0,903089987;wheat
hock;0;8;10;0,903089987;0,903089987;gnp
liradollar;0;8;4;0,903089987;0,903089987;coffee
roaster;0;8;6;0,903089987;0,903089987;cpi
blanca;0;8;18;0,903089987;0,903089987;oilseed
aegean;0;8;18;0,903089987;0,903089987;oilseed
iida;0;8;4;0,903089987;0,903089987;coffee
reid;0;8;24;0,903089987;0,903089987;veg-oil
wereng;0;8;1;0,903089987;0,903089987;acq
fluegel;0;8;5;0,903089987;0,903089987;corn
fellner;0;8;12;0,903089987;0,903089987;grain
nanc;0;8;24;0,903089987;0,903089987;veg-oil
preciou;0;8;2;0,903089987;0,903089987;bop
hawk;0;8;23;0,903089987;0,903089987;trade
kramer;0;8;12;0,903089987;0,903089987;grain
nakasone;0;8;4;0,903089987;0,903089987;coffee
carolin;0;8;2;0,903089987;0,903089987;bop
penner;0;8;12;0,903089987;0,903089987;grain
nicaragua;0;8;6;0,903089987;0,903089987;cpi
forego;0;8;5;0,903089987;0,903089987;corn
condens;0;8;24;0,903089987;0,903089987;veg-oil
warplan;0;8;23;0,903089987;0,903089987;trade
ufcwu;0;8;25;0,903089987;0,903089987;wheat
butan;0;8;24;0,903089987;0,903089987;veg-oil
hfcs;0;8;13;0,903089987;0,903089987;interest
mth;0;8;8;0,903089987;0,903089987;dlr
timechart;0;8;18;0,903089987;0,903089987;oilseed
mge;0;8;13;0,903089987;0,903089987;interest
king;0;8;23;0,903089987;0,903089987;trade
esso;0;7;17;0,84509804;0,84509804;nat-gas
unrest;0;7;25;0,84509804;0,84509804;wheat
alien;0;7;5;0,84509804;0,84509804;corn
repurchases;0;7;15;0,84509804;0,84509804;money-fx
dharyono;0;7;6;0,84509804;0,84509804;cpi
henan;0;7;19;0,84509804;0,84509804;reserves
certs;0;7;22;0,84509804;0,84509804;sugar
nairobi;0;7;6;0,84509804;0,84509804;cpi
propan;0;7;24;0,84509804;0,84509804;veg-oil
tx;0;7;24;0,84509804;0,84509804;veg-oil
creditanstalt;0;7;12;0,84509804;0,84509804;grain
schlecht;0;7;12;0,84509804;0,84509804;grain
tract;0;7;24;0,84509804;0,84509804;veg-oil
handler;0;7;25;0,84509804;0,84509804;wheat
rostenkowski;0;7;5;0,84509804;0,84509804;corn
salmonella;0;7;5;0,84509804;0,84509804;corn
ined;0;7;14;0,84509804;0,84509804;livestock
kohl;0;7;5;0,84509804;0,84509804;corn
anneslei;0;7;10;0,84509804;0,84509804;gnp
flexible;0;7;6;0,84509804;0,84509804;cpi
greek;0;7;18;0,84509804;0,84509804;oilseed
weinberg;0;7;23;0,84509804;0,84509804;trade
pemex;0;7;24;0,84509804;0,84509804;veg-oil
arlan;0;7;5;0,84509804;0,84509804;corn
satoshi;0;7;4;0,84509804;0,84509804;coffee
conoco;0;7;24;0,84509804;0,84509804;veg-oil
bleach;0;7;1;0,84509804;0,84509804;acq
dormant;0;7;9;0,84509804;0,84509804;earn
deodoris;0;7;1;0,84509804;0,84509804;acq
asamera;0;7;2;0,84509804;0,84509804;bop
wells;0;7;24;0,84509804;0,84509804;veg-oil
spell;0;7;19;0,84509804;0,84509804;reserves
resal;0;7;11;0,84509804;0,84509804;gold
nbh;0;7;2;0,84509804;0,84509804;bop
roberts;0;7;9;0,84509804;0,84509804;earn
princevil;0;7;10;0,84509804;0,84509804;gnp
retaliate;0;7;5;0,84509804;0,84509804;corn
norgold;0;7;2;0,84509804;0,84509804;bop
geplacea;0;7;17;0,84509804;0,84509804;nat-gas
kisumu;0;7;6;0,84509804;0,84509804;cpi
mob;0;7;24;0,84509804;0,84509804;veg-oil
viciou;0;7;12;0,84509804;0,84509804;grain
metr;0;6;24;0,77815125;0,77815125;veg-oil
lichtenstein;0;6;9;0,77815125;0,77815125;earn
amendments;0;6;5;0,77815125;0,77815125;corn
apparatus;0;6;5;0,77815125;0,77815125;corn
occupi;0;6;25;0,77815125;0,77815125;wheat
depreciation;0;6;12;0,77815125;0,77815125;grain
cenergi;0;6;10;0,77815125;0,77815125;gnp
firebal;0;6;12;0,77815125;0,77815125;grain
descent;0;6;12;0,77815125;0,77815125;grain
forint;0;6;3;0,77815125;0,77815125;cocoa
wang;0;6;3;0,77815125;0,77815125;cocoa
subsist;0;6;24;0,77815125;0,77815125;veg-oil
icch;0;6;19;0,77815125;0,77815125;reserves
payrol;0;6;12;0,77815125;0,77815125;grain
sputnik;0;6;12;0,77815125;0,77815125;grain
csbc;0;6;18;0,77815125;0,77815125;oilseed
voluntari;0;6;5;0,77815125;0,77815125;corn
buydown;0;6;22;0,77815125;0,77815125;sugar
downstream;0;6;24;0,77815125;0,77815125;veg-oil
tribut;0;6;6;0,77815125;0,77815125;cpi
arabica;0;6;6;0,77815125;0,77815125;cpi
supertank;0;6;23;0,77815125;0,77815125;trade
gtx;0;6;10;0,77815125;0,77815125;gnp
melcher;0;6;5;0,77815125;0,77815125;corn
cindasa;0;6;13;0,77815125;0,77815125;interest
arnott;0;6;5;0,77815125;0,77815125;corn
fatti;0;6;1;0,77815125;0,77815125;acq
crowns;0;6;3;0,77815125;0,77815125;cocoa
jobless;0;6;12;0,77815125;0,77815125;grain
