histor;1,8095142558492818;14;4
yukon;0,6931471805599453;4;2
kerna;0,0;3;24
profession;0,8675632284814612;6;22
religi;0,0;1;1
dinar;0,0;4;23
advances;0,0;2;3
seaman;0,0;2;25
fertilizer;0,0;2;19
purol;0,0;8;10
shopuld;0,0;2;24
financ;2,160875297233709;237;4
scrimgeour;0,0;2;12
materials;1,0042424730540764;7;1
slope;0,0;2;24
zeid;0,0;1;23
florida;1,1682824501765625;10;17
event;1,2730283365896256;9;5
declared;0,6365141682948128;3;19
erbamont;0,0;2;10
jen;0,0;2;6
advanced;0,9502705392332347;5;5
materiali;0,0;1;24
jet;0,6931471805599453;2;4
arthur;0,6365141682948128;3;24
mitsubishi;0,9002560512685369;8;4
gasoline;1,0986122886681096;3;17
answer;1,5821699429252505;15;1
regard;1,956882386092787;26;4
meet;2,35622431999248;458;6
mees;0,0;1;23
steadi;2,4884549458753464;59;4
creditworthiness;0,0;2;12
median;0,0;2;24
dawn;0,0;1;13
european;2,2750377058702864;302;5
monmouth;0,0;2;10
payments;1,766975465343676;29;5
components;0,0;1;14
disast;1,0102099474266797;19;5
kuroda;0,0;1;4
balfour;0,0;4;22
torrid;0,0;1;12
steady;0,6931471805599453;2;16
spec;0,0;1;21
temperton;0,0;2;4
accordingly;0,0;2;17
resili;0,0;1;4
overtli;0,0;4;12
biggest;1,9933544079443766;33;12
globally;0,0;1;10
francais;0,6365141682948128;6;24
relief;1,6534844774671673;27;12
concerted;0,0;1;4
inefficient;0,0;1;17
advised;0,0;1;3
elabor;1,0735428464085233;8;4
commemor;0,6365141682948128;3;5
ronald;1,5607104090414063;6;24
dril;0,0;1;2
timet;0,0;3;5
seattle;0,0;1;10
times;1,3296613488547582;6;4
guidelines;0,5623351446188083;4;19
timex;0,0;2;10
jacqu;1,0608569471580214;9;12
watanab;0,0;2;4
sympathis;0,0;1;17
stenholm;0,0;5;5
experts;0,0;1;10
inabl;0,6931471805599453;4;4
cranes;0,0;1;18
forfeitures;0,0;2;22
melbourne;1,0888999753452235;10;9
fruits;0,6365141682948128;3;5
erupt;0,0;2;5
rectifi;0,0;2;22
westar;0,0;3;10
cutting;0,0;1;4
discrimin;0,0;1;5
vagu;0,6365141682948128;3;4
esso;0,0;7;17
pleasantville;0,0;1;21
snowbal;0,0;1;3
economiqu;0,0;1;12
ports;0,8979457248567798;10;25
days;2,1616977569512557;33;19
